Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
4552,Private Tour-Angkor Complex Discovery,Mountain Bike Tours,2,5,8,49,"Licensed English Speaking Tour Guide, Transportation by Tuk Tuk, Hotel pick and Drop-off, Cold Mineral waters, Cold towels","Siem Reap Province, Cambodia"
4553,Private Night Food Tour In Siem Reap,Culinary Tour,1,3,3,48.72,"Dinner (6 dishes), All drink, Pick up and drop off, Private tour, Dinner, Snacks, Bottled water, Alcoholic Beverages, English Speaking Guide","Siem Reap, Cambodia"
4554,Discover Angkor Wat Complex and Cambodia's Villages - 2 Days,Overnight Tours,31,5,48,,"Air-conditioned SUV Car or Air-conditioned Mini Van, English Speaking Tour Guide, Cold drinking water and cold Towels","Siem Reap, Cambodia"
4555,"Beng Mealea temple, Phnom Kulen and 1000 Linga River Small Group Tour",Full-day Tours,3,5,7,129,"Hotel pickup and drop-off, Shared air-conditioned vehicle during tours, Local live English Speaking Guide, Cold bottled water during tour","Siem Reap, Cambodia"
4556,9-day highlights of Siem Reap Angkor Complex & Phnom Penh,Multi-day Tours,,,216,1220.52,"Air-conditioned vehicle, Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Breakfast (8), Lunch (6), Dinner (2)","Krong Siem Reap, Cambodia"
4557,Battambang Cycling Tour,Full-day Tours,,,6,24,"High quality imported mountain bike, local guide, water snacks, Snacks","Battambang, Cambodia"
4558,Private Angkor Small Day Tour,Bus Tours,,,7,45,"English speaking tourist guide, Hotel pick up and drop off, Private transportation, Cool hand towels, Bottled water","Siem Reap, Cambodia"
4559,Unforgettable Sunrise In Angkor Wat,Full-day Tours,,,8,,"Tour Guide, Driver, AC Vehicle, Cold water during the trip.","Krong Siem Reap, Cambodia"
4560,Explore Beng Mealea and Banteay Srei,Full-day Tours,,,10,179.7,"A professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charges, One-day Angkor entrance pass, Lunch at a local restaurant (food only)","Siem Reap, Cambodia"
4561,"4-Day tour:Discover temples Of Angkor, Koh Ker, Beng Mealea & Tonle Sap",Multi-day Tours,2,5,96,215,"Official English speaking tour guide, Experienced & safe driver, Private vehicle by air-conditioned vehicle, Free cool water and towels during tour","Siem Reap, Cambodia"
4562,Private Tour Angkor Wat One Day - Banteay Srey (37Km),Full-day Tours,3,5,7,,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, English speaking tour guide, Mineral drinking water and cold handkerchief","Siem Reap, Cambodia"
4563,4-Days Phnom Penh-Siem Reap Tours,Multi-day Tours,,,96,767.18,"Lunch, Accommodation 3 nights with 4* hotel including breakfast, Private English speaking tour guide in Phnom Penh & Siem Reap, Private transportation in Phnom Penh & Siem Reap, All Entrance fees are mentioned, Bottle of water during the trip, Breakfast (3)","Phnom Penh, Cambodia"
4564,Siem Reap Countryside Half-Day Shared Tour,Adventure Tours,139,5,6,39,"Professional local English speaking guide, Bicycle and helmet, Local snacks and fruit, Bottled water","Krong Siem Reap, Cambodia"
4565,Private TUK-TUK Tour: Angkor wat + Lady Temple,Full-day Tours,,,8,,"Private transportation, English speaking driver with license, Cool pure drinking water and towels, Free pick up at hotel and drop off at the town.","Krong Siem Reap, Cambodia"
4566,Siem Reap Guided Day Trip to Local Village and Cooking Class,Cooking Classes,1,5,4,29,"Experienced local host/chef, Hotel pickup and drop-off by tuk tuk, Ingredients, 4-course meal, Cool bottled of water","Siem Reap, Cambodia"
4567,"Exploring Koh Ker, the most beautiful pyramid temple in Cambodia",Full-day Tours,,,7,,"English Speaking Tour Guide, Transportation, Cold water","Krong Siem Reap, Cambodia"
4568,Three-wheeled exploration of the Angkor temples,Full-day Tours,,,10,57.7,"A professional English-speaking guide., Transportation by tuk tuk / remork, inclusive of return hotel transfers, All applicable taxes and service charges, Lunch at a local restaurant is included (food only)","Siem Reap, Cambodia"
4569,Temple Tour including Angkor Wat & Floating Village,Full-day Tours,,,7,55,"Professional English Speaking Tour Guide, All Local Applicable Taxes, Cold Water during tour, Hotel Pick Up & Drop off","Krong Siem Reap, Cambodia"
4570,Angkor Explorer Inclusive lunch at the local house,Multi-day Tours,1,5,7,49,"Hotel pickup and drop-off, English Speaking Tour guide, Bottled water, Local snacks and fruits, An air-conditioned vehicle, Lunch at local house","Siem Reap, Cambodia"
4571,Phnom Penh sightseeing Tour And Gun shooting range tour,Adventure Tours,,,6,,Private transportation,"Phnom Penh, Cambodia"
4572,Kulen waterfall 1000 Shiva lingas Tour,Full-day Tours,,,9,115.39,"English speaking tour guide with license, Cool pure drinking water, Local taxes, gratuity is recommended, Kulen Ticket, Beng Mealea Ticket, driver and motorcyle helmet","Siem Reap, Cambodia"
4573,Beng Mealea Ruins Kho Kay Ruins Ruins Banteay Srei Ruins Sightseeing,Full-day Tours,,,10,155,Japanese-speaking guide/private car,"Siem Reap, Cambodia"
4574,"Private Tour Angkor Wat, 4 Day Tour - National Park Phnom Kulen (55Km)",Adventure Tours,,,96,,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Krong Siem Reap, Cambodia"
4575,Preah Khan Neak Pean Pink towers private bike tour,Mountain Bike Tours,,,8,128.21,"Standard bicycle and helmet, set menu meal for lunch., Fruit snack, English speaking tour guide with license, Cold bottle of water and cold towels, Gratuity is recommended","Siem Reap, Cambodia"
4576,SiemReap 1day Tour,Adventure Tours,,,24,,"Private transportation, English Speaking Tour Guide, Two bottle of Drinking water","Krong Siem Reap, Cambodia"
4577,Kbal Spean & Banteay Srei Temple Tour,Half-day Tours,,,6,57.06,"English speaking guide, Refreshment drink & cold towel, Air-conditioned vehicle","Siem Reap, Cambodia"
4578,Angkor Wat Small Cycle with Sunset combine tour,Full-day Tours,,,4,28,"Air-conditioned vehicle, Tour guide, Drinking Water, Pick up and drop off","Krong Siem Reap, Cambodia"
4579,Sunrise Small-Group Angkor Wat Private Tour,Bus Tours,,,7,,"Bottled water, Private transportation, English guide","Siem Reap, Cambodia"
4580,Phnom Penh Tour of Remembrance Private Full Day Guided Tour,Full-day Tours,,,8,117,"Private transportation, Private Guide, Entrance Fee’s, Lunch, Coffee and/or Tea, Bottled water, Offering for Cleansing Ceremony","Phnom Penh, Cambodia"
4581,Oudong Mountain by Tuk Tuk/Car,Full-day Tours,,,7,90,"Water, Pick up and drop off, Transportation by Tuk Tuk or Car, English speaking tour guide, Snacks, Lunch","Phnom Penh, Cambodia"
4582,Private Tour Angkor Wat Five days Tour - Beng Mealea - National Park Phnom Kulen,Adventure Tours,,,120,,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Krong Siem Reap, Cambodia"
4583,Private Tuk Tuk Tour of Angkor Wat and Bayon Temples,Half-day Tours,2,5,6,39,"English speaking tour guide, Private tuk tuk with driver","Krong Siem Reap, Cambodia"
4584,Angkor Jeep Tour with Sunset & Sunrise,Overnight Tours,14,5,48,179.49,"All land transportation by Private US Army Jeep, Expert Tour Guide, Mineral water and cold tissues on tour","Siem Reap, Cambodia"
4585,Day Trip to Beng Mealea Temple and Kampong Khleang from Siem Reap,Full-day Tours,2,4.5,9,94.36,"Hotel pickup and drop-off, All transport, All meals and drinks, English-speaking guide, All Fees and Taxes","Siem Reap, Cambodia"
4586,Private One Day Trip-Pyramid Temple Koh Ker and Beng Mealea,Full-day Tours,,,9,,"Bottled water, Professional guide, Hotel pickup and drop-off, Private tour, Fuel surcharge","Siem Reap, Cambodia"
4587,Grand Circuit & Banteay Srei Jeep Tour,Adventure Tours,,,8,76.93,"All land transportation by private jeep, ENGLISH speaking guide, Mineral water and cold tissues on tour, Fuel surcharge, Landing and facility fees","Siem Reap, Cambodia"
4588,All Major Temples and Kulen Mountant Waterfall in 3 Days,Hiking Tours,,,72,160,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Siem Reap, Cambodia"
4589,Tuk Tuk Tour One Day to Angkor Wat with Sunset,Adventure Tours,,,7,,"Experienced & safe driver, Free cool & cool towels during touring, All local applicable taxes, Professional English Tour Guide","Krong Siem Reap, Cambodia"
4590,Outside Angkor Tour - Banteay Srei and Beng Mealea ( Jungle Temple),Full-day Tours,,,7,80,"All Local Applicable Taxes, Hotel Pick Up & Drop off, Cold Water during tour, Professional English Speaking Tour Guide","Krong Siem Reap, Cambodia"
4591,3-Day Cycling Tour In Siem Reap Angkor,Mountain Bike Tours,,,72,525.65,"Mountain Bike, Lunch, Professional guide, Hotel pickup and drop-off, Transport by air-conditioned minivan/car backup if you need., Cold towel and cold water during the tour","Siem Reap, Cambodia"
4592,2-Day Highlights of Siem Reap & Angkor Complex,Overnight Tours,,,48,217.44,"Accommodation in Double/Twin shared with daily breakfast, Breakfast, Dinner, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle","Krong Siem Reap, Cambodia"
4593,2 Days Angkor Wat Tranquility Tour,Overnight Tours,4,5,48,105.77,"English speaking guide, transportation ( AC car or minivan or minibus, bottles of drinking water, sunrise and sunset.","Siem Reap, Cambodia"
4594,8 Days SMALL GROUP Departure Phnom Penh to Battambang & Siem Reap,Multi-day Tours,,,182,1430.77,"Dinner, Stay 2 nights stay at the La Rose Suite Boutique Hotel in Phnom Penh, Stay 2 nights stay at the Battambang Resort in Battambang, Stay 3 nights stay at the Borei Angkor Resort & Spa in Siem Reap, Private transportation by modern air-conditioned vehicle, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Boat cruise as specified in the programmed, 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Royal Palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Choeung Ek Genocidal Center $5.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Included admission fee to visit the temples in Angkor Archaeological Park three-day ticket $62.00, Breakfast (7), Lunch (5)","Phnom Penh, Cambodia"
4595,Phnom Penh-Battambang-Siemreap Bus-tickets & Tour,Multi-day Tours,2,5,48,55,"Breakfast, Dinner, Homestay, Driver/guide, Pickup, Drop-off, Air-conditioned vehicle","Phnom Penh, Cambodia"
4596,Angkor Wat Private Tour-Full Day,Full-day Tours,,,8,29,"Bottle of water, English Speaking Tour Guide, Hotel Pick-up and Drop-off, Tuk Tuk","Krong Siem Reap, Cambodia"
4597,Phnom Penh Private 3-Day Tour Udong Hill and Sunset Cruise,Multi-day Tours,,,72,,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Sunset Boat Fee","Phnom Penh, Cambodia"
4598,1day- Vip Tour+tonle Sap Lake,Full-day Tours,,,8,,"Air-conditioned vehicle, English speaking tour guide, All Fees and Taxes, Bottled water, Cold towel","Krong Siem Reap, Cambodia"
4599,Private Full day Angkor Sunset by Bike,Mountain Bike Tours,,,10,76.93,"English speaking guide with license, better bicycles, Fruit snack., Set menu food for lunch., Cool pure drinking water, Local taxes, Private tour, All parking fees, Gratuity is recommended","Krong Siem Reap, Cambodia"
4600,Private Angkor Wat Sunrise Bayon Ta Prohm by bike,Mountain Bike Tours,,,10,76.93,"Professional English speaking guide with license, Standard bicycles, Cool pure drinking water, Gratuity is recommended, Fruit Snacks, Tuk tuk is following up","Siem Reap, Cambodia"
4601,"Local village homestay (2 days and 1 night, with Japanese guide & private car)",Overnight Tours,,,48,180,"Japanese guide, private car, morning and night, homestay","Krong Siem Reap, Cambodia"
4602,Tuk Tuk Happy Tour 2 Day to Angkor Wat,Multi-day Tours,,,48,,"Private Tour with Tuk Tuk ( Remork), Free cool & cool towels during touring, All local applicable taxes, English Speaking Tour Guide 1 Day","Krong Siem Reap, Cambodia"
4603,Banteay Srei and Banteay Samre Tour,Half-day Tours,,,5,123.08,"Tour and transfer by air-conditioned vehicle, English speaking guide, All Fees and Taxes, Bottled water","Siem Reap, Cambodia"
4604,Golden Temples with Sunset - Small Group,Full-day Tours,,,11,19,"Experienced licensed English Speaking Tour Guide, Pickup and drop off from hotel, Air-con Vehicle, Mineral Water, Local tax","Siem Reap, Cambodia"
4605,Private Phnom Penh Icons City Tour,Full-day Tours,2,3,8,111.16,"Bottled water, Lunch, Coffee and/or Tea, Transport of your choice and driver, Professional guide, Private tour, Hotel pickup and drop-off","Phnom Penh, Cambodia"
4606,2-Day Temple visit and Floating village from Siem Reap,Multi-day Tours,2,5,48,,"Private Air conditioned Car, English Speaking guide, Cold water during the tour","Siem Reap, Cambodia"
4607,Angkor Thom Scavenger Hunt,Self-guided Tours,,,3,133.9,"Local English speaking guide, Tours and transfers as mentioned by private local remok (tuk tuk), 1-day Angkor pass USD37, Bottled water","Phnom Penh, Cambodia"
4608,Siem Reap Angkor Sunrise sunset Kulen 5 Days Private Tour,Multi-day Tours,,,120,479.49,"English speaking tour guide, Car / Van with air-conditioning and TuK Tuk, Cool pure drinking water and towels, Gratuity is recommended, pick up and transfer from air port and hotel","Siem Reap, Cambodia"
4609,Full-Day Countryside Cycling Tour from Siem Reap,Mountain Bike Tours,,,6,102.57,"Bicycle Hire, English Speaking Tour Guide, Transport","Siem Reap, Cambodia"
4610,ATV Sunset and Cooking Class,Adventure Tours,2,5,5,92.31,"Water and fresh towel after the tour, Driver/Instructor, Guided visit of local Market, Helmet, Face mask and Rain coat ( in case of rain), Hotel pickup, Hotel pickup and drop-off ( in the city of Siem Reap only), Private tour, Lunch","Krong Siem Reap, Cambodia"
4611,Private Preah Vihear and Koh Ker Exploration Tour,Full-day Tours,,,6,144.14,"Transport, English-Speaking Tour Guide, Cool Towels and Water","Siem Reap, Cambodia"
4612,7-day highlights of Siem Reap Angkor Complex & Phnom Penh,Multi-day Tours,,,168,845.13,"Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Dinner (2), Lunch (4), Breakfast (6)","Krong Siem Reap, Cambodia"
4613,8-day Phnom Penh Siem Reap Angkor temples Floating village,Multi-day Tours,,,182,1070.77,"Air-conditioned vehicle, Accommodation in Double/Twin shared with daily breakfast, Entrance fees as mentioned in the program, English-speaking tour guide (other languages available upon request), Water during transfer, Boat trip in Tonle Sap, Breakfast (7), Lunch (5), Dinner (2)","Siem Reap, Cambodia"
